id,file_path,status,error,cid,created_at,updated_at
92,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/heart_mountain/photos/21_okumoto_camp_street_barracks.jpg,Success,"",bafkreie44tk7l5tcytd5qbkcqahnkrtnu2tbfewdt6wmi2xggpubkh5mdu,2026-04-07 16:06:44.297986,2026-04-07 16:06:45.278194
109,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/documents/far_microfilm_p84_kawahara.jpg,Success,"",bafkreia5ozeusu2bfcul776oriw27p3p3mvc4trmmvvbmguufsqlifo43q,2026-04-07 16:07:02.065282,2026-04-07 16:07:03.43811
110,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/heart_mountain/photos/PHOTO_MANIFEST.txt,Success,"",bafkreibpsbch52zdrpqfza5fg4ii4msrm3yj4r7t53dy2prhussegtzvya,2026-04-07 16:07:02.661892,2026-04-07 16:07:04.162412
111,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/documents/far_microfilm_p98_korematsu.jpg,Success,"",bafkreieciijnr25yjky5pqqjlgl24lkzo35e4pspx5voecqk5s5cfzmwzy,2026-04-07 16:07:02.694312,2026-04-07 16:07:04.33949
94,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/heart_mountain/photos/23_wada_men_barracks_exterior.jpg,Success,"",bafkreigxyqwwyysd5cuj7w2z2zeurs72eozabwsdekpamtmqmvzknwbqh4,2026-04-07 16:06:46.259269,2026-04-07 16:06:47.278082
93,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tule_lake/videos/kashiwagi_interview_seg23_renunciation.mp4,Success,"",bafkreifbtufu5vzyu3wbrvckp26n54ltsoz4mdlp4nwbehcwwb4adlb34e,2026-04-07 16:06:45.649361,2026-04-07 16:06:47.720142
95,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/heart_mountain/photos/24_wada_mess_hall.jpg,Success,"",bafkreiacfrvtstsjekgcupaqkohub2646gj7b3wcystuehh4j4t6gjuzae,2026-04-07 16:06:46.91307,2026-04-07 16:06:48.05624
96,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/heart_mountain/photos/18_aoyama_gate_arrival.jpg,Success,"",bafkreicmpjezhzll5z76emls6w4hhsgx3q4dnwuyex3ypkrp7i4olclzhi,2026-04-07 16:06:47.267626,2026-04-07 16:06:48.290198
97,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/heart_mountain/photos/22_wada_barracks_heart_mountain.jpg,Success,"",bafkreiagi2ipwbusxgnghf43b4cvq6333qcpt3q2y2hrr7rhoadnqv2ex4,2026-04-07 16:06:47.711954,2026-04-07 16:06:48.827109
112,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/documents/04_guard_tower_reference.md,Success,"",bafkreigncismv2phh4hv5ixop7buxfsz3gh6mzlbx4hgpboosp2js3yqbm,2026-04-07 16:07:03.213187,2026-04-07 16:07:04.789091
113,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/documents/02_manzanar_riot_reference.md,Success,"",bafkreiaegdngljegpl4hktgbdeq6hxgcymip2oigvwp26jmtgugm2wipc4,2026-04-07 16:07:03.518961,2026-04-07 16:07:04.911729
114,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/documents/06_wra_form26_authentication_records.md,Success,"",bafkreie2ymoeo7tg3irzniwopa3xu3glygxwieork6e5rzw2sczllxznfe,2026-04-07 16:07:03.880823,2026-04-07 16:07:05.402903
115,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/documents/DOCUMENT_MANIFEST.txt,Success,"",bafkreiarog4nuvshdlf5xeznn6jyxaijxmhxusos6ouq3tysye7zd2mfou,2026-04-07 16:07:04.409778,2026-04-07 16:07:05.420197
116,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/documents/07_densho_registry_evidence.html,Success,"",bafkreicfmtnp4xttlvxsriary5zgdv32uafsnkppj25x2pn7zknmkurkde,2026-04-07 16:07:04.545849,2026-04-07 16:07:05.801773
117,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/documents/far_microfilm_p111_kunitomi.jpg,Success,"",bafkreigxmnzeun23g32knm6hmsplmicwllzfaqh544bafhavtp5srppqnm,2026-04-07 16:07:05.251357,2026-04-07 16:07:06.348814
118,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/documents/far_microfilm_p133_miyatake.jpg,Success,"",bafkreigziu7votvbhrjig6ut25vhs6nb7s6nai47vqsasqjnvvurtzamgq,2026-04-07 16:07:05.515829,2026-04-07 16:07:06.789988
119,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/documents/far_microfilm_p227_tanaka.jpg,Success,"",bafkreigegtll3lpkqrbgrf5ixuu4xi5iuwl3g7wsdzg67wlf32er6sbvxm,2026-04-07 16:07:05.913753,2026-04-07 16:07:07.131686
120,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/illustrations/OKUBO_ILLUSTRATIONS_MANIFEST.txt,Success,"",bafkreid6j367tvycubhxzuhpgyo7dmjugkvfah6vybfcv7nsoeurpnfkgu,2026-04-07 16:07:06.436729,2026-04-07 16:07:07.328802
121,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/illustrations/citizen_13660_gilder_lehrman_educational.pdf,Success,"",bafkreihdojs6qauxe2wf3gy6routdyvhrpspj5arjox4xkitertpdw7dda,2026-04-07 16:07:07.864285,2026-04-07 16:07:09.122951
122,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/illustrations/okubo_anti_japanese_slogans_berkeley.jpg,Success,"",bafkreifwn7l4dz5n6e47nbkhyc37sav4d46j55phvsbhblkavazj6ryitm,2026-04-07 16:07:08.635538,2026-04-07 16:07:09.810445
123,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/illustrations/okubo_assemble_cots_tanforan.jpg,Success,"",bafkreifh3uhjsr2ythnvszos4f7lnlr367bkpksgzkmasefzfxrsjg7jnu,2026-04-07 16:07:09.832748,2026-04-07 16:07:10.967293
124,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/documents/far_microfilm_p41_harano.jpg,Success,"",bafkreiegpyffh25occtvgpxsaxzk5tun77vqtjofkalcstc23ntcqi3xfy,2026-04-07 16:07:10.381469,2026-04-07 16:07:12.496734
125,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/illustrations/okubo_bathing_tubs_tanforan.jpg,Success,"",bafkreigknt6ynf36yksdj2sx7krl4ygs6kilfsmfuwolcrw5trtyel4oka,2026-04-07 16:07:10.726389,2026-04-07 16:07:13.623978
127,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/illustrations/okubo_boarding_train_tanforan.jpg,Success,"",bafkreibuvzasmohybwi2jw3c4xi4l3khgxv6enzpsq5s5eaxmjzwit6tuu,2026-04-07 16:07:11.107273,2026-04-07 16:07:13.642031
128,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/illustrations/okubo_building_furniture_tanforan.jpg,Success,"",bafkreiamkqtc4sp7l2z7x2pihu45auvtsorxi2r53dusw5h6532fltmsoa,2026-04-07 16:07:11.236406,2026-04-07 16:07:13.653036
91,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/heart_mountain/photos/20_okumoto_barracks_exterior.jpg,Success,"",bafkreib3uo5exth3v7zbxfnknqit5vzijo5ij3gczotieqt4th53gk3rme,2026-04-07 16:06:43.312058,2026-04-07 16:06:44.289892
98,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/documents/DOCUMENT_MANIFEST.txt,Success,"",bafkreidv4cw3hmted3rvqx423k3dhgjt3osetauj5ya2mewfk7xcjv3ddi,2026-04-07 16:06:48.531257,2026-04-07 16:06:49.70971
99,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/documents/08_densho_registry_evidence.html,Success,"",bafkreigh6djr4sm6ncl4bttpdsyicdtnqldvds3mffoce6p2iyxou3ivyy,2026-04-07 16:06:48.655287,2026-04-07 16:06:49.837822
100,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/documents/far_microfilm_topaz_p235_uchida.jpg,Success,"",bafkreibjaggdvontdbf5ng5v3zgokaaf7tc5t5xy5cz6mb4kzlpjrr7sey,2026-04-07 16:06:49.199976,2026-04-07 16:06:50.295384
101,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/documents/far_microfilm_topaz_p84_kawahara.jpg,Success,"",bafkreia5ozeusu2bfcul776oriw27p3p3mvc4trmmvvbmguufsqlifo43q,2026-04-07 16:06:49.296595,2026-04-07 16:06:50.695199
102,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/heart_mountain/testimonies/TESTIMONY_MANIFEST.txt,Success,"",bafkreiagefzzpakv46kvtlg2xjo5vjcgs4yjrhzr2esfhvsu3uet4xd6oy,2026-04-07 16:06:49.858781,2026-04-07 16:06:51.06223
103,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/documents/05_wra_form26_authentication_records.md,Success,"",bafkreieh7utiiybbol5nayycslikjrckcjnvr4644m3tgi4c34w4ba3yoe,2026-04-07 16:06:51.430548,2026-04-07 16:06:52.288338
104,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/heart_mountain/testimonies/quote_bank.txt,Success,"",bafkreif6y6edo4c2j5cfmrygjhq2ljuvndct6kpktwl7wkzqjwxhafm2k4,2026-04-07 16:06:51.890984,2026-04-07 16:06:53.06326
105,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/documents/DOCUMENT_MANIFEST.txt,Success,"",bafkreicc2fyry4re4zryuj4ej5ulsqchnmfmm5wcdcekzau4y5kwordi24,2026-04-07 16:06:54.54216,2026-04-07 16:06:55.750194
106,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/documents/far_microfilm_p235_uchida.jpg,Success,"",bafkreibjaggdvontdbf5ng5v3zgokaaf7tc5t5xy5cz6mb4kzlpjrr7sey,2026-04-07 16:06:55.62292,2026-04-07 16:06:56.781802
107,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/documents/far_microfilm_p240_wakasa_damaged.jpg,Success,"",bafkreibxd5v3wprdbuvhwr4bfe2tz2v6dhai2ffx4pbv424ljhsdfposeu,2026-04-07 16:06:56.299527,2026-04-07 16:06:57.705206
126,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/documents/06_densho_registry_evidence.html,Success,"",bafkreihh7ecwizze2lfknzfqnby3lmnted73gituomg3rptu2cnhbfsetq,2026-04-07 16:07:10.8111,2026-04-07 16:07:13.632549
129,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/illustrations/okubo_community_toilets_tanforan.jpg,Success,"",bafkreieq5e3fkfcvcqqt2ga4m2tfbqm26g3iu7vbvlldwy7252qtrridma,2026-04-07 16:07:11.36282,2026-04-07 16:07:13.667258
130,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/documents/far_microfilm_p249_wakatsuki.jpg,Success,"",bafkreichdzcvjotwnafaycorzje6hbvmo722cfhvyw5iafydi7qc6fwxnu,2026-04-07 16:07:11.641843,2026-04-07 16:07:13.683039
131,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/illustrations/okubo_laundry_tanforan.jpg,Success,"",bafkreibaktnhqjrlnuvkd46hg64houjxo7etammrw7yhmwvsy32fjnl4jm,2026-04-07 16:07:11.724304,2026-04-07 16:07:13.699618
132,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/illustrations/okubo_policeman_tanforan.jpg,Success,"",bafkreihdnqwuv7inco37sd3p6ju6axixhqiz6lc7pppgwf27hprkhlmnbe,2026-04-07 16:07:11.907964,2026-04-07 16:07:13.840477
133,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/illustrations/okubo_rooftop_observation_tanforan.jpg,Success,"",bafkreibhgdsdcfdft2omuqnye4lwpbx5rvps45ybmuotvbgaqxadgyjzju,2026-04-07 16:07:11.921707,2026-04-07 16:07:14.565933
134,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/illustrations/okubo_sweep_stall_tanforan.jpg,Success,"",bafkreiakw5akhegfusw272vnpm7bejhn43e7q5cubni2msp2tgrd4rkc5y,2026-04-07 16:07:12.243878,2026-04-07 16:07:14.572913
135,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/illustrations/okubo_washrooms_tanforan.jpg,Success,"",bafkreig5yhdjeyq2gsghguqanijmk2nf4tbpwwdshq45cnsibcsvxkvuia,2026-04-07 16:07:12.444875,2026-04-07 16:07:14.579731
136,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/illustrations/okubo_train_tanforan_to_topaz.jpg,Success,"",bafkreigvuh364jxr26ifvd2uva3wbtnuifrb5v4thigywmt4igryv5ylhi,2026-04-07 16:07:12.586109,2026-04-07 16:07:14.595645
137,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/illustrations/okubo_waiting_vaccinations_tanforan.jpg,Success,"",bafkreibeg2ei3iuyhct5knzwdjeqrygjfayvoizqvgiym5hagyldqn7tfy,2026-04-07 16:07:12.79805,2026-04-07 16:07:14.617291
138,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/illustrations/OKUBO_ILLUSTRATIONS_MANIFEST.txt,Success,"",bafkreiggdprdtixjobklu5gh3orssrcld4ohbe4o2fe6qahciyan3fuhmu,2026-04-07 16:07:13.0573,2026-04-07 16:07:14.623946
139,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/illustrations/obata_topaz_landscape.jpg,Success,"",bafkreihykhi2vrasnswggk63gbxxklkdjmbj5lisev3yqqpwfmnz7gwab4,2026-04-07 16:07:13.141824,2026-04-07 16:07:14.637349
140,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/illustrations/obata_topaz_newmoon.jpg,Success,"",bafkreihwokz5t2v6q2vz3n47zlqhb7fbyncdfbo4elnr5bdou6pxr52owy,2026-04-07 16:07:13.465856,2026-04-07 16:07:14.666868
141,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/illustrations/okubo_arrival_topaz.jpg,Success,"",bafkreie4acybshtzy24kcvie2qtxmv3yyj7ahxrp2ozezzjsh6xvzzs5te,2026-04-07 16:07:13.693151,2026-04-07 16:07:15.018337
142,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/illustrations/okubo_boarding_bus_topaz.jpg,Success,"",bafkreicbckbsi4qgtn5ootlrcei2c3ljqporz7neyjmmubhvh27yy4ajde,2026-04-07 16:07:14.035985,2026-04-07 16:07:15.478956
143,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/illustrations/okubo_barrack_interior_topaz.jpg,Success,"",bafkreiff2kit6mxv7qopjrjplnvi5hbbkcij2vfnybbc5ja2zph5n3o4dy,2026-04-07 16:07:14.051151,2026-04-07 16:07:15.486385
144,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/illustrations/okubo_dust_storm_topaz.jpg,Success,"",bafkreif7noar3jqulk5k43old4sfbdtixqxnjf227wvciuljcvw3yeeo3i,2026-04-07 16:07:14.288124,2026-04-07 16:07:15.498153
145,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/illustrations/okubo_hospital_topaz.jpg,Success,"",bafkreihuyghk2lresdy5c4n5of5enr7ggzv4eknt4gmupl5pjy3klzlmai,2026-04-07 16:07:14.84818,2026-04-07 16:07:16.001854
147,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/illustrations/okubo_wakasa_memorial_topaz.jpg,Success,"",bafkreihnxyzgbbtfnz36pva262gn7yjsno7cuqt7xuqembm5hgxwxx5qke,2026-04-07 16:07:15.752329,2026-04-07 16:07:16.864334
146,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/illustrations/okubo_overcrowding_topaz.jpg,Success,"",bafkreibzzmb4etrhsnflzdnkt2m3ohio4sfsqhoj6dmt44abtfglkd7yuu,2026-04-07 16:07:14.998095,2026-04-07 16:07:16.362193
148,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/illustrations/okubo_winter_topaz.jpg,Success,"",bafkreievjuzprexeae325oy47j3ggixadckfa77vkh6f6agccxtbq7fubi,2026-04-07 16:07:16.663912,2026-04-07 16:07:17.876267
149,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/maps/01_plot_plan.jpg,Success,"",bafkreifyvlaxihxtx5575lkqlghvlkqtddvh6q5xh3htcmrsvswcgtyaxi,2026-04-07 16:07:17.310585,2026-04-07 16:07:18.366048
150,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/maps/02_camp_newspaper_map.jpg,Success,"",bafkreigffj7s6nax7mvorldxyj6rdkm6kzcoirahe657yyzlzupymms4zu,2026-04-07 16:07:18.024681,2026-04-07 16:07:19.426004
151,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/illustrations/okubo_mochi_topaz.jpg,Success,"",bafkreiamgag6c4k2wwfc37amishuqeso3gngeci742mcsylqv4vf22axr4,2026-04-07 16:07:18.141006,2026-04-07 16:07:19.44278
152,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/maps/03_historical_status_card.jpg,Success,"",bafkreicsd6lbjuyeojqi3zskyl3gawkbm2d6hbglhehmadzu5e43qn3wgi,2026-04-07 16:07:18.618856,2026-04-07 16:07:19.461275
153,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/maps/04_aerial_oblique_NPS.jpg,Success,"",bafkreifz47jtsipkyoczf7yzagwv2kxrb25gicyn5zdsfmzjnlyikmmsmm,2026-04-07 16:07:18.923841,2026-04-07 16:07:19.958861
155,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/illustrations/okubo_victory_gardens_topaz.jpg,Success,"",bafkreicb3zzbhzx7v42xhlbxjwqw67gjry2qnc3wkuiou7lhnqvt75ohiq,2026-04-07 16:07:23.551297,2026-04-07 16:07:24.422785
157,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/maps/MAP_MANIFEST.txt,Success,"",bafkreia4nkd2qifefdllgvoro6h65sk4kwcnmob7hkleyh7gm6groszazi,2026-04-07 16:07:24.133854,2026-04-07 16:07:25.585979
154,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/maps/05_sanborn_1925_san_bruno_sheet1.tif,Success,"",bafkreiflgdrf52mppmdq22bkeha3dsali5qrbpohfh3p6sbchrlvrmsnce,2026-04-07 16:07:23.424646,2026-04-07 16:07:31.639
156,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/maps/06_sanborn_1925_san_bruno_sheet2.tif,Success,"",bafkreiffaffpaxlybpmfcukfwhdhhmbbz4d7ztqeg2zshqp7zwborcpekm,2026-04-07 16:07:23.601234,2026-04-07 16:07:31.722344
178,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/06_departure_for_topaz.jpg,Success,"",bafkreiame676bnq4lwiyboxvopgdmhszimbf2psgrpls23p52dzrpu37ye,2026-04-07 16:07:32.573636,2026-04-07 16:07:37.853869
180,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/09_american_flag_exterior.jpg,Success,"",bafkreiar4ptmglsbjnegqvzw4fvt6sfiteoadeuf5j7ukxb4senbhbvgrq,2026-04-07 16:07:33.116806,2026-04-07 16:07:37.893999
181,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/08_guard_tower_boundary.jpg,Success,"",bafkreiatfakeym3m7zkpj4g4pczqjaufdy3wlcbfdorfvrrupd2dpzecwu,2026-04-07 16:07:33.449833,2026-04-07 16:07:37.901363
183,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/12_voting_rights.jpg,Success,"",bafkreie2vlgtrsys76mju64255yt6s3iemu7uqpip2f7unqajjhyfvdnt4,2026-04-07 16:07:33.862063,2026-04-07 16:07:37.935316
184,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/11_art_classes.jpg,Success,"",bafkreicr37mni7rs3h56egadkr77ntdtuggdvcaqn3exkjpf52p6pcqifa,2026-04-07 16:07:34.036745,2026-04-07 16:07:37.944261
185,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/10_artist_sketching.jpg,Success,"",bafkreie7blq62ackzsieu5kitrgzmvnm32xxdil3c2t4g3waeynfoaum3e,2026-04-07 16:07:34.108727,2026-04-07 16:07:37.957025
186,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/13_berkeley_departure.jpg,Success,"",bafkreih3ckgbx7vpdagyeefasrtbkzofampf7k7gugxjjxjjrsb6ujanpy,2026-04-07 16:07:34.2118,2026-04-07 16:07:37.969029
188,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/15_entraining.jpg,Success,"",bafkreiemd3a3c3cqopk56and4smxtwimjefbm72bkkuw2aef3qxwei2sbm,2026-04-07 16:07:34.583549,2026-04-07 16:07:38.328107
189,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/16_wra_old_man_sitting_C584.webp,Success,"",bafkreih666uplur57jtmrmeno6udvjm6legyx4lidpezgpa4o5zjvwwnxi,2026-04-07 16:07:34.753832,2026-04-07 16:07:38.354007
190,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/17_densho_151_30_tanforan.jpg,Success,"",bafkreidx5lj7jem7s3cxlluxy4vqfst3qnespn3gpuaif5rm2uzs6ihlgy,2026-04-07 16:07:34.882734,2026-04-07 16:07:38.360168
192,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/18_lange_barracks_with_flowers.jpg,Success,"",bafkreidwgugx6wolzl3bywvzuth2x6qyev54n65uvqqa3p4oi2w2nas4cy,2026-04-07 16:07:35.301643,2026-04-07 16:07:38.371578
193,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/34_lange_another_view_of_the_barracks_at_the_tanf_cubanc_43_1_01236142a_001_ii.jpg,Success,"",bafkreic6e3l7eilatmcx6a3erngodpa7pfnr4assvci5v6ujmptcpxvowe,2026-04-07 16:07:35.377856,2026-04-07 16:07:38.381154
196,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/lange_hayward_mochida_children_tags.jpg,Success,"",bafkreih4jsuldovievwugvgvqkdj57b7gs33eo7gqpuvl4a22jt2vzsd24,2026-04-07 16:07:35.98779,2026-04-07 16:07:38.492788
195,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/PHOTO_MANIFEST.txt,Success,"",bafkreibnifukrua3r4lnw6cz4vlk6p3tk6wpeimp7aghnqn3tvgq4qisr4,2026-04-07 16:07:35.923509,2026-04-07 16:07:38.58123
197,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/lange_sf_evacuees_control_station.jpg,Success,"",bafkreicaymiukmkycq3hy4q6gp5fj3goxqnb6tmxb2hlar24vripnjjfie,2026-04-07 16:07:36.109435,2026-04-07 16:07:38.587322
198,"/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/June 16, 1942 San Bruno, California. Supper time!.webp",Success,"",bafkreicm5cju4bqx7lol3hx7qwm6ainvefxmeauoh3wh54w3y2sg6pjtcq,2026-04-07 16:07:36.148793,2026-04-07 16:07:38.594967
199,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/lange_sf_weill_school_pledge.jpg,Success,"",bafkreibwbikzjeddguj7p26rwd35i4mdof7juvvg3e6u2d4vvjb3vk54jm,2026-04-07 16:07:36.53805,2026-04-07 16:07:38.596687
200,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/tanforan/photos/lange_sf_tatsuno_family_packing.jpg,Success,"",bafkreie2pviq6qusae4obueb7wrsdasdjmkbushhwjyez22jn3tpxiwtiq,2026-04-07 16:07:36.881822,2026-04-07 16:07:38.603608
201,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/photos/01_adams_from_guard_tower_west.jpg,Success,"",bafkreigvfj4gumsjfgwlkwvb2grlugzs6xjjykq4b65valr64yoryjdl4i,2026-04-07 16:07:36.947481,2026-04-07 16:07:39.63633
254,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg03.mp4,Success,"",bafkreicpnqqs7duyer3r22fkeizvtsgz3do7naq2i3l2jxij3sty32cf3a,2026-04-07 16:07:59.923218,2026-04-07 16:08:03.73411
255,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg07.mp4,Success,"",bafkreidvmkfunug2zz2qos47bwxiqqsy3rn332lxrlhx4th3bvbnheopq4,2026-04-07 16:08:01.813697,2026-04-07 16:08:04.704015
158,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/maps/02_npmaps_official_layout.jpg,Success,"",bafkreiesxpdj2dwgwutw5knikjqwktjqzomeq6tzeu6cwqwnamvyknx5ta,2026-04-07 16:07:25.08337,2026-04-07 16:07:26.518976
159,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/maps/03_npmaps_historical_1944.gif,Success,"",bafkreigf2swd5xlplrvvspdz65pk6nsqqii7rib45tonlfbre6midejj6a,2026-04-07 16:07:25.677643,2026-04-07 16:07:27.297793
160,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/manzanar/maps/04_npmaps_block_layout.gif,Success,"",bafkreidkrsiefnn6hwzzvnljgm5phvsufwqw6hsuos6afocyhwbc3axlqq,2026-04-07 16:07:26.224779,2026-04-07 16:07:27.553096
256,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg05.mp4,Success,"",bafkreic3otafhhauajshulkf6hp6dea3ruyxvq5plguniv2w5yrkc4anji,2026-04-07 16:08:01.937074,2026-04-07 16:08:06.592705
258,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg09.mp4,Success,"",bafkreiamojfx57ywgenepmspnqsw4lzcttkdrida3rhbi7ytqhc6evxoc4,2026-04-07 16:08:03.71786,2026-04-07 16:08:06.59993
262,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg11.mp4,Success,"",bafkreidvsedpxvzhmvjfcjh3vdk6h6kclrpiyiqquv5vyyrn5txacqv4xq,2026-04-07 16:08:05.725807,2026-04-07 16:08:08.85117
261,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg10.mp4,Success,"",bafkreiccujoemdqhf6w6jfteqp3asov6dsarnrmei5zcxfpin5uzdiboli,2026-04-07 16:08:05.501652,2026-04-07 16:08:09.606036
260,/home/sysadmin/integrity-sync/main/Japanese American Incarceration Materials/topaz/videos/korematsu_full_interview/korematsu_seg08.mp4,Success,"",bafkreihsj3femyjlbbrdo7xaz46jvcblombr32gl6hphabdw3lc5t5o37e,2026-04-07 16:08:05.281915,2026-04-07 16:08:10.461009
